user_id,zone_date,zone_score,zone_focus,zone_calm,zone_posture,create_date,update_date
tamabi008,5/17/16,,28,18,42,5/17/16,5/17/16
tamabi008,5/17/16,,100,22,22,5/17/16,5/17/16
tamabi008,5/17/16,,91,11,25,5/17/16,5/17/16
tamabi008,5/17/16,,94,0,22,5/17/16,5/17/16
tamabi008,5/17/16,,83,41,19,5/17/16,5/17/16
tamabi008,5/17/16,,92,65,20,5/17/16,5/17/16
tamabi008,5/17/16,,80,74,28,5/17/16,5/17/16
tamabi008,5/17/16,,51,48,45,5/17/16,5/17/16
tamabi008,5/17/16,,70,33,23,5/17/16,5/17/16
tamabi008,5/17/16,,61,44,24,5/17/16,5/17/16
tamabi008,5/17/16,,90,32,26,5/17/16,5/17/16
tamabi008,5/17/16,,100,32,23,5/17/16,5/17/16
tamabi008,5/17/16,,100,32,24,5/17/16,5/17/16
tamabi008,5/17/16,,92,45,27,5/17/16,5/17/16
tamabi008,5/17/16,,66,7,31,5/17/16,5/17/16
tamabi008,5/17/16,,49,1,20,5/17/16,5/17/16
tamabi008,5/17/16,,60,13,18,5/17/16,5/17/16
tamabi008,5/17/16,,31,20,20,5/17/16,5/17/16
tamabi008,5/17/16,,48,0,30,5/17/16,5/17/16
tamabi008,5/17/16,,49,0,43,5/17/16,5/17/16
tamabi008,5/17/16,,43,59,51,5/17/16,5/17/16
tamabi008,5/17/16,,94,84,68,5/17/16,5/17/16
tamabi008,5/17/16,,41,4,26,5/17/16,5/17/16
tamabi008,5/17/16,,27,27,42,5/17/16,5/17/16
tamabi008,5/17/16,,15,41,22,5/17/16,5/17/16
tamabi008,5/17/16,,30,36,29,5/17/16,5/17/16
tamabi008,5/17/16,,46,25,28,5/17/16,5/17/16
tamabi008,5/17/16,,78,0,30,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,34,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,29,5/17/16,5/17/16
tamabi008,5/17/16,,56,2,36,5/17/16,5/17/16
tamabi008,5/17/16,,10,32,34,5/17/16,5/17/16
tamabi008,5/17/16,,25,35,40,5/17/16,5/17/16
tamabi008,5/17/16,,50,51,37,5/17/16,5/17/16
tamabi008,5/17/16,,58,81,36,5/17/16,5/17/16
tamabi008,5/17/16,,58,17,29,5/17/16,5/17/16
tamabi008,5/17/16,,50,32,26,5/17/16,5/17/16
tamabi008,5/17/16,,34,91,28,5/17/16,5/17/16
tamabi008,5/17/16,,41,11,32,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,34,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,28,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,33,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,42,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,47,5/17/16,5/17/16
tamabi008,5/17/16,,100,2,68,5/17/16,5/17/16
tamabi008,5/17/16,,78,21,57,5/17/16,5/17/16
tamabi008,5/17/16,,94,39,29,5/17/16,5/17/16
tamabi008,5/17/16,,75,37,46,5/17/16,5/17/16
tamabi008,5/17/16,,68,51,43,5/17/16,5/17/16
tamabi008,5/17/16,,20,74,50,5/17/16,5/17/16
tamabi008,5/17/16,,14,0,25,5/17/16,5/17/16
tamabi008,5/17/16,,39,0,30,5/17/16,5/17/16
tamabi008,5/17/16,,39,4,34,5/17/16,5/17/16
tamabi008,5/17/16,,68,71,42,5/17/16,5/17/16
tamabi008,5/17/16,,80,75,67,5/17/16,5/17/16
tamabi008,5/17/16,,51,85,33,5/17/16,5/17/16
tamabi008,5/17/16,,95,100,46,5/17/16,5/17/16
tamabi008,5/17/16,,48,73,49,5/17/16,5/17/16
tamabi008,5/17/16,,14,5,45,5/17/16,5/17/16
tamabi008,5/17/16,,19,39,42,5/17/16,5/17/16
tamabi008,5/17/16,,100,57,38,5/17/16,5/17/16
tamabi008,5/17/16,,100,57,47,5/17/16,5/17/16
tamabi008,5/17/16,,94,60,48,5/17/16,5/17/16
tamabi008,5/17/16,,86,76,64,5/17/16,5/17/16
tamabi008,5/17/16,,56,68,32,5/17/16,5/17/16
tamabi008,5/17/16,,100,68,49,5/17/16,5/17/16
tamabi008,5/17/16,,64,32,33,5/17/16,5/17/16
tamabi008,5/17/16,,65,28,40,5/17/16,5/17/16
tamabi008,5/17/16,,100,28,40,5/17/16,5/17/16
tamabi008,5/17/16,,18,37,25,5/17/16,5/17/16
tamabi008,5/17/16,,51,0,36,5/17/16,5/17/16
tamabi008,5/17/16,,95,0,54,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,61,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,61,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,65,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,54,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,55,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,55,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,54,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,49,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,65,5/17/16,5/17/16
tamabi008,5/17/16,,100,0,72,5/17/16,5/17/16
tamabi008,5/17/16,,58,23,68,5/17/16,5/17/16
tamabi008,5/17/16,,18,0,35,5/17/16,5/17/16
tamabi008,5/17/16,,22,2,31,5/17/16,5/17/16
tamabi008,5/17/16,,42,0,23,5/17/16,5/17/16
tamabi008,5/17/16,,67,9,40,5/17/16,5/17/16
tamabi008,5/17/16,,100,14,61,5/17/16,5/17/16
tamabi008,5/17/16,,73,18,53,5/17/16,5/17/16
tamabi008,5/17/16,,67,52,38,5/17/16,5/17/16
tamabi008,5/17/16,,58,100,40,5/17/16,5/17/16
tamabi008,5/17/16,,46,79,44,5/17/16,5/17/16
tamabi008,5/17/16,,65,41,43,5/17/16,5/17/16
tamabi008,5/17/16,,100,41,44,5/17/16,5/17/16
tamabi008,5/17/16,,100,41,43,5/17/16,5/17/16
tamabi008,5/17/16,,100,41,43,5/17/16,5/17/16
tamabi008,5/17/16,,100,41,57,5/17/16,5/17/16
tamabi008,5/17/16,,100,16,56,5/17/16,5/17/16
